temperature,rainfall,humidity,yield_apples
91.94,116.64,96.00,98.91
69.88,141.37,32.30,65.39
30.50,25.91,22.96,25.81
44.78,108.67,62.76,66.55
36.14,129.11,62.28,67.80
92.71,143.61,87.52,100.30
80.83,39.54,95.91,80.11
74.11,80.55,63.08,69.88
44.08,105.28,94.40,81.48
34.72,44.65,78.01,58.35
80.52,94.07,41.16,63.55
57.93,46.06,94.27,73.73
38.06,56.68,73.40,59.45
69.33,71.81,53.13,61.73
23.23,84.09,74.42,61.00
46.09,72.91,52.11,54.46
57.48,79.05,29.13,47.62
31.84,51.80,77.52,58.67
98.77,32.26,85.93,79.05
36.73,16.63,78.30,53.49
30.43,37.44,38.33,35.78
36.28,91.47,96.53,77.44
81.52,120.06,22.02,59.48
54.04,33.69,46.61,46.25
65.23,25.20,40.81,45.01
21.68,114.90,23.85,41.41
22.75,52.72,52.46,43.60
55.67,143.21,69.85,80.27
85.33,110.00,90.60,92.90
90.82,55.75,99.18,87.99
26.94,50.54,84.65,60.52
63.07,83.32,57.49,64.33
93.06,21.08,77.90,71.08
51.04,26.47,87.49,64.35
86.37,34.62,57.22,61.45
30.70,118.46,82.80,74.30
94.83,81.94,58.61,74.14
80.11,11.48,50.92,51.79
95.31,104.29,62.09,80.50
74.13,69.32,74.07,73.14
49.07,81.52,78.15,70.10
95.05,39.98,48.54,60.78
42.05,87.25,65.71,62.92
46.57,147.08,92.79,89.78
76.06,20.28,98.11,75.93
81.23,49.75,38.18,53.41
94.35,44.02,35.43,54.82
36.38,44.80,74.13,56.94
83.84,63.02,53.17,64.34
79.08,124.54,21.94,59.60
25.10,137.80,47.75,58.97
50.98,38.31,84.54,65.23
42.62,86.01,83.79,71.88
44.36,99.17,59.57,62.93
98.64,83.06,57.81,75.11
71.42,70.77,66.36,68.76
77.41,36.88,37.55,49.37
98.13,78.35,62.08,76.15
50.18,66.17,20.88,38.73
84.15,121.38,58.04,78.54
54.76,116.90,46.88,63.25
89.56,28.76,73.99,69.61
34.45,22.39,71.07,50.35
95.81,137.14,50.47,81.41
37.50,84.97,20.58,38.53
46.10,130.09,40.18,59.94
80.50,18.14,70.67,63.11
51.50,83.71,25.79,45.09
68.66,85.52,28.61,52.01
55.57,130.50,71.76,78.65
79.39,23.67,80.46,68.78
38.27,43.66,45.72,43.07
24.68,66.92,59.17,50.37
43.99,131.22,95.66,87.27
57.94,141.44,95.64,93.49
33.44,148.98,44.60,62.13
48.38,144.29,84.80,85.77
52.00,10.83,67.52,51.53
24.59,16.68,98.04,59.73
66.66,30.66,58.21,55.23
90.75,58.84,81.98,79.98
32.14,126.19,81.45,75.61
67.82,134.97,59.79,77.23
73.18,36.16,83.65,71.01
53.55,96.75,40.88,55.86
76.09,138.43,29.78,65.40
52.86,74.92,54.01,57.85
60.37,24.50,95.49,70.76
20.59,74.09,60.06,51.03
75.34,62.61,70.82,70.53
72.91,90.87,69.93,75.01
23.07,71.41,30.61,36.51
49.46,12.43,51.22,42.93
98.32,149.16,76.56,97.61
53.66,86.10,97.76,82.20
60.16,76.31,33.44,50.03
92.79,143.65,52.84,82.99
77.38,31.82,27.61,43.38
66.57,36.49,39.39,46.96
83.82,123.12,50.14,74.84
89.15,46.52,63.25,67.67
56.55,121.89,38.45,60.57
58.01,48.01,38.21,46.11
50.88,14.65,82.23,59.31
97.34,82.38,97.01,94.18
75.77,37.54,45.89,53.18
26.66,116.10,75.04,68.74
89.04,99.77,40.65,66.99
58.44,139.30,94.24,92.51
25.50,119.62,73.83,68.49
63.98,35.31,84.21,68.36
53.37,122.02,23.95,52.39
90.22,99.84,67.88,80.97
36.32,103.65,62.21,62.73
86.12,126.52,43.44,72.86
64.62,90.34,40.99,57.95
24.37,75.24,66.40,55.56
97.75,99.13,76.52,87.41
61.01,51.71,22.65,39.97
43.27,35.56,65.39,52.79
57.55,96.32,33.64,53.35
88.63,42.74,31.23,50.75
44.39,21.19,69.85,52.48
35.41,10.08,44.87,35.07
30.33,95.16,55.27,55.77
43.83,60.70,48.80,49.69
82.40,115.32,71.87,83.72
57.73,62.52,57.61,58.63
38.20,78.04,97.08,75.61
33.29,66.99,48.19,47.48
46.62,101.08,79.22,73.81
95.19,59.86,40.58,60.82
47.44,144.93,60.70,73.57
99.05,141.06,64.21,90.03
58.82,128.72,46.33,66.56
34.33,138.84,57.74,66.94
91.29,72.88,42.34,63.13
56.83,85.10,20.48,44.31
76.77,113.89,37.25,64.43
98.70,107.46,76.01,89.11
24.01,134.70,81.68,74.98
27.74,110.29,42.42,51.59
77.64,149.70,52.64,79.55
42.55,58.79,22.99,36.02
34.74,126.62,38.97,55.23
23.15,107.67,82.34,69.65
21.75,106.79,68.48,62.12
81.96,55.62,36.46,53.94
30.75,119.98,40.60,53.52
57.42,136.05,85.34,87.11
68.47,40.60,36.73,47.03
54.27,97.57,46.73,59.16
22.17,64.90,73.15,56.21
82.68,148.54,64.89,86.96
20.84,77.04,56.87,50.09
80.95,41.96,91.98,78.67
91.46,63.46,37.58,58.92
54.63,101.54,79.31,76.35
62.84,20.65,32.73,39.35
58.16,94.50,69.26,70.98
51.14,140.37,89.65,88.24
90.99,129.05,56.63,81.42
91.51,19.47,77.94,70.32
46.87,149.07,85.63,86.69
69.21,107.82,30.88,57.77
94.15,32.72,76.47,73.02
96.96,11.74,93.59,78.23
60.72,33.98,66.11,58.07
56.23,127.34,34.89,59.78
42.30,13.03,30.16,30.38
96.71,42.64,40.78,57.93
31.43,116.02,28.28,46.77
66.39,92.06,61.07,68.86
42.60,119.58,25.58,49.49
42.32,114.46,37.87,54.52
52.40,17.08,55.19,46.73
99.90,134.95,57.91,85.91
24.40,41.78,65.23,48.29
66.28,87.47,76.45,75.60
26.61,100.20,23.78,39.91
32.36,33.61,26.45,29.66
55.17,146.67,24.87,58.32
60.84,78.34,53.85,60.84
40.70,18.07,23.35,27.50
45.32,141.22,79.69,81.69
26.96,92.08,37.84,45.42
44.26,107.89,95.14,82.43
97.32,83.52,58.91,75.35
95.58,126.86,55.71,81.90
46.79,14.64,82.44,58.19
65.67,47.57,77.05,67.74
92.77,75.75,68.58,77.27
20.49,20.72,94.81,57.70
84.85,108.83,53.78,74.11
95.87,65.11,84.68,84.12
27.31,48.17,50.41,43.03
32.92,10.47,87.07,55.50
96.86,110.78,40.76,71.59
63.00,126.73,43.14,65.82
21.14,65.31,74.23,56.52
40.61,88.99,37.02,48.49
56.00,41.88,38.33,44.34
75.43,97.11,44.42,64.26
78.65,11.70,74.31,63.09
99.63,78.41,91.15,91.15
43.00,100.19,73.97,69.92
63.06,138.55,86.23,89.74
62.67,63.39,63.48,63.22
52.45,117.13,25.51,51.92
33.53,93.68,28.04,42.81
98.20,139.78,64.35,89.59
88.27,65.77,46.22,62.74
59.87,54.67,37.65,47.72
68.26,134.20,57.30,75.97
38.18,16.89,73.32,51.49
63.50,29.09,50.80,50.27
75.60,21.54,84.20,69.09
61.21,128.04,79.08,83.51
99.22,11.49,78.79,71.46
68.91,130.63,98.82,96.21
49.68,73.18,43.62,51.35
81.77,10.56,71.58,62.43
33.64,66.23,88.44,67.56
50.76,36.15,66.36,55.64
47.76,97.42,83.16,75.39
54.54,105.11,53.16,63.96
82.54,78.25,67.24,74.03
58.73,15.67,24.45,32.98
83.52,101.86,98.86,94.86
66.12,127.89,84.00,87.41
47.37,110.85,89.50,81.13
84.80,126.19,75.54,88.45
39.06,38.07,34.88,36.77
37.95,134.44,22.48,49.51
60.36,55.11,89.17,73.72
40.87,11.88,51.71,40.49
20.73,128.07,41.11,52.39
71.86,141.85,64.93,82.39
60.89,101.78,53.67,65.46
55.64,42.40,72.13,61.24
97.36,45.24,58.70,67.61
65.70,75.32,75.78,72.66
89.07,135.70,88.27,98.00
31.16,30.94,35.64,33.36
65.54,125.64,46.35,67.97
89.44,50.78,54.95,64.46
66.65,123.20,96.96,93.11
77.44,138.84,49.23,75.61
49.76,69.85,50.49,54.14
27.40,61.11,72.28,56.58
56.63,122.31,53.54,68.22
51.56,84.13,96.10,80.34
89.36,105.82,91.56,93.75
39.52,97.20,61.07,61.83
97.34,31.40,71.58,71.27
96.65,128.27,24.64,66.97
39.81,37.41,75.66,57.25
47.84,140.52,76.58,80.75
91.64,45.08,48.74,60.88
97.33,112.74,37.57,70.53
55.48,49.85,93.21,73.22
45.68,54.49,54.14,51.67
62.09,53.40,72.30,65.46
75.02,114.70,22.67,56.78
41.88,87.95,53.13,56.72
78.92,133.61,85.38,93.09
24.13,53.03,51.01,43.35
23.94,106.88,68.25,62.68
50.90,115.41,36.79,56.75
48.28,31.21,53.32,47.39
45.25,66.08,94.21,73.90
59.28,77.59,65.32,65.96
45.66,59.80,92.15,71.73
35.38,55.10,92.16,67.71
44.76,106.10,95.53,82.41
97.99,40.22,91.63,83.26
52.89,109.31,20.26,47.86
55.58,140.91,94.72,92.22
66.12,89.13,31.00,53.16
98.67,95.60,23.19,60.32
39.33,19.65,24.43,27.94
74.50,131.03,47.91,72.51
77.28,49.96,69.66,68.01
68.59,96.11,52.18,65.89
27.09,147.08,22.04,48.56
74.15,93.37,58.12,69.98
25.13,111.46,55.37,57.52
67.69,72.34,80.55,75.05
79.17,18.45,42.37,48.63
36.88,121.66,37.40,54.10
87.33,14.90,40.48,49.42
22.43,108.09,44.30,50.50
87.51,13.21,67.93,62.86
56.83,130.72,57.72,72.05
37.41,32.07,46.95,41.11
30.70,82.00,49.95,50.59
96.26,93.60,49.67,72.43
25.81,74.06,97.79,71.45
35.93,57.71,38.64,41.64
47.83,75.49,85.44,72.17
69.62,53.60,76.66,69.94
63.58,71.34,20.45,43.57
30.05,60.25,99.45,70.79
43.18,89.27,80.52,71.07
39.10,43.31,74.60,57.69
37.08,148.41,52.43,67.02
52.89,80.12,64.42,64.10
76.32,37.18,40.26,50.46
37.40,76.79,22.84,38.00
49.33,131.30,86.88,84.50
51.27,13.05,91.72,63.85
98.12,105.14,33.00,66.96
96.37,86.72,82.96,87.73
84.01,33.74,79.29,71.60
39.33,124.45,34.27,53.82
25.44,61.64,53.75,46.84
45.35,51.13,53.82,50.74
41.34,125.94,80.80,77.99
60.47,99.39,87.01,81.52
82.22,135.76,27.58,65.61
88.67,98.18,65.04,78.76
87.59,113.71,80.94,89.49
48.77,127.10,82.90,81.50
74.98,17.66,31.84,41.95
45.03,118.65,62.04,68.26
24.87,95.92,88.60,70.94
76.13,19.73,45.48,49.52
20.79,81.20,54.01,49.48
52.73,21.54,84.35,62.30
46.35,113.03,27.15,50.09
75.47,86.51,88.76,84.32
81.30,143.50,44.89,75.53
44.33,35.64,20.12,30.49
84.93,94.84,38.73,63.81
43.51,39.62,27.16,34.56
55.71,95.97,27.39,49.60
78.16,111.17,75.43,83.40
75.43,111.12,37.12,63.41
98.99,124.11,94.78,101.91
38.01,129.50,61.32,67.96
72.99,20.82,56.81,54.47
68.77,58.06,54.74,59.61
93.21,106.20,75.41,86.91
32.51,79.80,56.18,53.80
80.14,36.69,30.29,46.52
65.46,87.38,90.41,82.32
41.97,67.04,54.27,53.13
57.95,64.61,25.92,43.27
46.70,123.37,62.35,69.86
66.35,67.06,71.79,69.21
91.12,13.70,42.05,51.10
65.54,18.13,84.03,65.30
70.54,129.87,73.58,83.93
61.50,144.48,72.03,83.36
24.09,106.38,53.67,55.34
38.63,61.01,96.95,72.27
59.36,141.40,41.94,67.06
44.82,102.79,66.22,67.11
34.54,128.21,44.72,58.36
60.33,117.22,79.58,81.33
45.82,63.08,23.82,38.27
40.65,77.02,23.67,39.43
57.12,36.06,84.87,66.78
30.66,50.88,54.74,46.74
94.22,118.94,47.29,75.70
89.42,135.16,68.60,88.16
76.61,111.42,76.15,83.34
28.50,75.12,36.10,41.62
82.07,22.11,34.83,46.46
84.64,17.97,96.65,77.31
81.42,62.41,67.17,70.49
29.12,74.94,51.21,49.33
71.51,95.28,84.12,82.57
86.75,10.91,62.01,59.21
66.19,148.56,39.33,69.23
71.71,60.95,36.54,51.97
56.67,128.73,51.75,68.62
62.30,84.90,88.79,80.06
22.75,28.26,24.92,24.94
71.12,121.66,37.48,64.41
26.52,109.38,91.45,75.56
54.80,83.84,29.74,48.08
43.41,82.04,70.37,64.62
63.63,22.25,37.08,42.08
30.67,101.82,68.47,63.80
75.33,137.57,50.65,75.44
83.60,23.05,28.13,43.75
33.07,46.89,66.60,52.60
28.35,136.32,74.64,73.09
31.64,49.81,74.42,56.66
90.17,101.55,70.96,82.84
62.26,84.87,60.02,65.66
57.38,93.49,61.56,66.69
28.54,68.21,70.85,57.63
71.96,52.00,75.22,69.60
89.44,16.79,72.39,66.38
86.25,114.20,66.96,82.19
70.08,114.45,32.47,60.15
26.02,103.90,36.85,47.01
28.99,100.11,40.82,49.13
23.94,44.12,93.57,62.79
40.60,13.13,80.75,55.18
30.85,123.22,64.23,66.01
40.80,78.76,40.16,48.07
50.80,52.96,28.87,40.27
95.44,24.27,91.90,79.44
68.83,18.78,91.41,70.11
86.80,58.84,28.86,52.24
76.83,122.66,83.78,89.47
29.00,138.62,55.73,64.29
78.87,135.55,45.92,73.73
42.01,138.80,79.13,79.93
71.13,137.08,69.15,83.33
47.28,83.81,82.40,72.15
99.81,40.72,25.95,51.06
41.08,121.73,45.49,59.42
42.33,39.92,45.55,43.46
94.45,47.41,46.38,61.01
21.97,42.66,60.20,45.22
75.74,82.10,42.64,60.46
78.03,55.06,55.55,62.20
86.91,31.58,49.42,57.10
97.96,73.44,78.82,83.49
98.05,132.35,68.28,90.03
25.22,89.88,72.29,61.69
85.75,132.97,36.85,70.74
71.70,37.42,46.04,52.01
71.79,33.38,21.69,39.06
30.27,90.58,28.67,41.53
72.01,74.87,41.20,57.18
98.60,102.42,25.24,62.68
92.95,121.25,68.21,86.24
55.13,115.18,99.85,89.50
23.20,141.92,28.07,49.38
48.98,65.76,85.70,70.70
86.11,38.89,29.51,48.37
76.12,87.13,73.59,77.06
56.75,25.50,71.45,57.85
24.41,50.44,92.22,63.52
54.15,39.10,29.12,38.62
57.52,65.52,45.24,52.98
94.28,25.57,27.26,47.03
71.29,14.46,52.59,50.57
44.93,101.95,92.93,80.33
62.03,95.43,82.52,78.95
25.28,109.17,77.83,68.33
97.81,102.45,62.64,81.15
48.80,26.00,90.68,65.18
58.23,50.75,55.96,55.60
48.42,28.13,31.97,36.14
74.60,128.02,87.01,91.49
72.98,114.57,42.37,65.99
77.23,38.21,24.29,42.96
41.45,57.78,30.08,39.03
45.25,145.33,68.72,77.00
30.02,93.18,68.57,61.93
72.44,122.16,40.81,66.57
23.18,47.04,78.17,55.45
67.81,39.41,81.89,69.17
89.58,119.75,93.64,97.64
91.27,106.02,66.79,81.98
55.92,105.34,82.35,79.02
56.74,87.37,80.25,74.62
26.16,88.90,40.62,45.94
73.66,113.00,44.82,67.11
85.70,47.80,58.28,64.41
39.57,59.39,21.52,34.51
53.70,132.03,43.79,64.41
87.11,53.24,57.91,65.74
90.17,86.48,28.65,58.67
39.45,108.37,30.10,48.56
64.05,149.99,57.06,77.74
35.40,70.94,78.48,64.05
28.15,69.93,86.70,65.78
92.89,127.96,63.71,85.31
85.64,122.77,57.98,79.24
80.80,112.35,50.74,72.08
23.90,74.85,35.44,39.86
87.50,55.35,31.72,53.18
55.04,95.22,83.35,77.23
47.39,132.67,57.20,69.35
63.72,133.73,83.23,87.48
27.31,25.19,76.33,51.40
80.53,69.97,35.51,55.91
66.59,75.06,60.82,65.40
34.93,146.87,55.52,67.61
35.06,104.92,53.91,58.46
34.74,67.01,63.41,55.53
24.56,13.65,98.57,59.38
67.02,89.15,85.03,80.45
87.23,23.45,92.30,77.01
21.40,126.82,22.37,42.97
23.92,115.35,31.23,45.86
65.82,74.47,26.78,48.03
85.56,70.09,41.06,60.22
46.14,135.63,55.35,68.64
47.97,50.38,71.36,60.15
67.71,44.86,60.07,59.32
41.94,141.49,92.25,87.00
22.13,123.29,95.19,78.89
78.82,124.89,33.08,65.16
70.05,37.33,88.23,72.60
66.46,30.06,58.54,55.22
79.33,13.64,56.27,54.66
74.02,43.19,82.80,72.24
36.47,118.39,27.45,48.34
48.20,43.61,90.60,68.48
30.09,112.07,73.67,68.28
30.39,45.27,90.02,63.18
74.10,65.34,99.56,85.08
88.69,147.64,61.44,86.85
97.02,44.27,27.46,51.69
70.27,62.69,33.32,50.28
34.73,52.15,45.89,43.79
28.45,25.35,28.28,27.75
85.03,78.59,85.23,83.84
66.30,63.02,43.75,54.37
69.46,107.28,98.07,91.33
82.52,124.46,76.21,87.75
76.26,86.19,33.87,57.05
86.76,14.51,58.08,57.97
24.50,96.65,57.35,55.36
79.80,17.75,59.40,57.19
88.07,96.29,62.86,77.11
42.89,105.90,22.49,45.29
71.24,37.69,74.90,66.36
45.13,124.71,58.98,67.97
96.64,137.55,83.28,98.14
22.67,123.83,85.23,74.18
66.38,52.72,38.44,49.68
33.32,92.13,23.87,40.36
76.98,138.07,76.26,88.84
34.07,54.89,98.22,70.31
38.83,124.80,55.73,64.47
59.55,11.33,40.77,40.52
93.19,10.51,32.53,46.32
36.94,116.36,43.00,55.85
31.54,116.60,46.23,55.90
80.72,120.46,53.91,75.26
60.05,140.20,72.43,82.27
92.94,26.51,41.85,54.11
31.73,42.48,24.08,30.05
71.67,136.52,49.86,73.73
38.63,34.81,88.45,62.78
32.54,105.51,59.87,60.80
74.67,84.26,97.18,87.84
67.49,21.65,60.29,54.72
80.39,49.94,42.07,55.14
44.76,82.85,35.47,47.73
55.84,129.33,75.56,80.40
52.44,109.06,62.91,69.00
98.73,97.06,68.32,83.19
43.38,79.44,80.41,69.11
43.59,51.82,78.07,62.48
48.36,26.69,23.47,31.58
65.17,67.27,84.21,75.11
40.19,13.99,62.62,46.16
93.22,39.55,51.34,61.55
41.25,70.55,63.00,57.98
91.67,68.60,69.00,75.72
28.28,16.20,31.96,27.70
72.53,92.47,53.39,66.95
92.56,86.96,46.85,68.58
33.50,20.93,48.03,38.25
97.47,142.04,27.31,71.30
56.23,23.91,32.79,38.05
95.66,129.68,32.95,71.11
74.15,10.04,49.86,49.18
44.13,133.52,91.56,85.72
35.06,12.76,36.48,31.31
44.30,116.09,53.30,63.16
27.44,60.64,44.93,42.83
31.51,113.35,82.99,73.62
28.37,66.24,24.01,33.76
53.84,19.93,35.72,38.00
83.65,117.45,36.85,67.01
31.31,19.98,99.44,63.11
30.43,139.10,65.66,69.78
71.47,17.14,31.12,40.43
35.77,77.11,41.78,47.04
27.81,111.22,33.43,47.30
33.35,65.05,29.97,38.00
93.90,40.41,83.77,78.14
85.72,116.27,59.66,78.80
48.33,119.80,70.50,73.71
72.47,139.18,46.50,72.83
62.98,62.66,64.30,63.58
74.17,80.88,40.61,58.73
74.61,60.84,44.64,56.87
70.30,45.99,72.18,66.38
41.29,115.14,32.03,51.43
23.12,57.55,69.38,53.14
56.45,69.94,88.18,75.01
91.28,66.51,29.63,55.50
65.56,109.77,91.80,87.52
86.59,138.49,26.36,66.86
99.33,103.35,47.91,74.42
33.09,76.02,68.84,59.55
75.34,119.09,64.75,78.80
73.94,99.74,27.71,55.98
98.40,18.49,83.91,75.17
98.85,23.39,97.85,83.26
74.93,15.31,34.50,42.79
39.49,73.95,91.61,72.44
83.88,125.62,64.54,82.56
28.56,53.83,94.87,66.77
82.46,63.78,34.09,54.54
92.82,137.33,83.36,96.99
50.63,127.17,24.78,53.01
70.45,103.11,90.66,87.09
54.41,47.35,73.93,62.76
55.02,26.39,49.62,46.59
44.83,12.25,35.24,33.52
80.97,24.98,85.32,71.95
94.89,50.96,68.26,72.79
95.26,87.25,48.83,70.44
33.98,18.96,55.51,41.74
89.98,29.07,86.12,75.87
78.99,35.35,47.11,54.32
40.23,98.48,27.17,45.35
25.38,96.21,92.90,73.31
41.44,87.11,50.99,55.35
92.98,45.07,47.87,60.84
70.65,61.96,36.35,51.76
77.68,23.54,91.79,73.91
40.57,41.70,37.40,39.21
77.55,135.68,70.93,85.87
22.25,147.16,90.46,81.34
50.03,100.67,22.79,46.54
70.14,138.36,86.30,91.86
31.69,99.98,52.85,55.93
85.84,14.65,72.64,65.00
38.80,149.55,49.79,66.45
72.18,23.85,75.64,64.24
52.42,105.57,40.34,57.01
67.68,45.40,21.75,40.26
28.60,64.88,95.82,69.47
21.35,100.43,21.31,37.15
92.77,71.11,85.93,85.02
41.57,45.08,33.53,38.25
85.57,56.82,51.38,62.72
99.95,57.82,85.80,84.45
36.91,144.31,36.47,58.17
41.21,121.81,89.26,81.36
73.03,74.20,59.82,66.66
97.24,37.97,49.29,61.41
93.27,123.54,73.00,89.19
60.23,32.01,47.31,48.13
83.61,39.46,47.78,56.87
30.86,61.24,78.68,60.85
98.20,133.25,44.79,78.50
97.15,28.45,36.06,52.87
33.10,27.11,84.61,57.66
43.95,79.16,84.43,71.23
28.01,48.70,59.81,48.05
41.74,89.62,62.13,61.51
85.28,73.23,75.69,78.07
50.27,70.89,60.74,59.63
27.07,25.68,53.36,39.94
47.38,29.75,99.59,69.96
98.51,124.95,31.81,70.45
70.37,134.02,67.42,81.62
53.29,42.86,90.87,69.99
33.32,25.88,74.98,52.66
98.89,17.48,90.47,78.40
85.67,95.16,46.91,68.19
42.52,110.15,41.76,55.67
25.61,62.19,88.10,64.17
24.53,105.15,51.53,54.15
29.63,109.81,76.77,69.24
66.46,140.95,31.82,64.04
94.30,19.08,80.47,72.34
59.74,36.92,63.92,57.27
87.44,19.59,41.49,50.89
55.67,131.52,59.56,72.78
76.69,120.96,75.76,85.08
78.55,90.45,20.95,52.13
33.92,21.71,71.00,50.02
48.90,48.26,63.33,55.99
70.98,51.68,37.62,50.44
25.66,88.50,80.24,65.52
48.92,46.13,44.28,46.04
62.78,20.21,42.15,43.95
99.70,112.31,57.70,81.22
57.96,51.87,74.09,64.81
85.28,73.33,94.31,87.41
54.57,27.87,31.31,37.60
83.71,122.36,51.72,75.44
67.63,89.17,25.36,50.80
90.93,136.22,80.68,94.86
52.88,79.37,55.82,59.65
68.34,141.80,76.55,87.14
70.40,134.86,45.78,70.98
53.39,90.70,87.55,77.93
31.54,140.75,62.79,69.01
27.48,55.23,95.49,67.03
21.33,61.19,26.31,31.79
89.88,16.37,61.14,60.81
38.92,92.49,81.32,70.83
36.92,111.07,68.01,67.30
78.88,118.29,21.86,58.25
45.60,30.97,97.79,68.77
60.48,72.18,43.86,54.51
33.00,34.76,39.94,36.82
96.78,102.70,58.85,79.00
88.13,32.11,63.37,64.55
89.10,136.58,81.30,94.70
52.54,42.29,51.46,49.95
80.99,50.80,55.20,62.06
31.51,129.13,62.80,66.68
20.69,74.19,51.55,46.82
21.60,13.36,93.16,55.73
66.93,79.24,88.10,79.98
56.43,21.84,56.40,49.50
61.44,147.95,20.02,58.03
20.60,92.34,92.07,70.68
53.81,45.91,29.95,40.30
77.45,88.92,39.56,60.80
55.42,20.76,32.19,36.87
78.58,121.98,34.39,65.16
38.64,139.55,84.23,81.62
85.05,132.42,66.36,85.18
67.07,57.85,96.49,79.94
36.86,55.61,38.52,41.44
38.94,14.91,58.85,44.09
70.24,101.20,98.19,90.41
86.40,84.89,86.12,85.96
53.25,74.31,78.29,69.98
40.66,137.07,35.12,57.17
89.36,33.50,81.55,74.28
73.54,11.35,47.81,48.24
55.85,20.26,62.44,52.03
59.03,41.27,68.73,60.33
36.34,14.66,68.75,48.21
70.14,80.40,78.12,76.18
48.70,53.97,72.94,61.87
99.65,35.27,25.47,49.68
58.41,115.01,56.59,68.82
58.87,38.62,73.12,61.95
65.27,106.26,43.68,62.67
93.34,58.90,45.04,62.30
84.07,81.66,29.97,56.54
56.09,140.74,53.49,71.72
77.50,15.23,98.95,75.77
66.90,80.04,42.83,57.49
59.39,129.62,62.51,75.00
35.39,92.32,79.46,68.81
57.11,48.76,21.08,37.42
39.67,65.68,92.04,71.06
93.19,105.24,50.92,74.47
46.83,134.71,89.53,85.76
96.18,15.75,23.12,43.56
62.64,20.02,31.65,38.62
70.52,55.51,45.80,55.16
63.44,42.59,47.64,51.37
30.35,47.09,87.82,62.43
50.07,40.98,20.90,33.67
27.93,37.42,71.29,51.51
69.84,28.29,30.50,41.86
55.75,140.75,85.86,87.81
82.24,30.19,82.29,71.86
37.64,38.62,59.99,49.01
33.17,44.48,37.01,37.35
52.51,140.62,70.76,79.26
94.13,115.80,32.50,67.65
76.83,120.56,35.20,64.76
53.51,24.67,70.14,56.06
61.38,127.08,99.30,93.48
26.74,67.15,91.28,67.09
98.77,46.80,67.45,72.72
73.31,90.61,63.08,71.66
42.83,125.11,99.87,87.81
66.86,119.01,63.79,75.75
28.76,134.60,53.61,62.35
97.27,139.94,92.76,103.55
33.98,43.34,38.73,38.23
71.84,69.34,27.80,49.32
39.64,12.05,70.73,49.67
77.40,133.11,27.67,63.68
82.15,31.64,49.85,55.90
73.87,130.61,53.89,75.23
69.16,56.11,63.80,63.87
91.40,61.54,99.33,89.39
26.29,15.48,37.68,29.82
46.47,55.76,50.06,50.12
39.86,134.37,30.58,54.12
99.04,13.58,68.61,66.73
51.15,66.89,78.21,67.83
78.61,14.40,58.57,55.75
74.78,61.93,39.67,54.66
36.97,34.17,69.67,52.76
39.12,45.31,63.13,52.36
42.50,132.86,33.69,56.17
52.89,71.05,52.45,56.30
38.75,48.33,54.82,48.70
21.57,92.51,98.61,74.28
90.35,29.89,87.94,77.05
97.25,46.31,78.75,77.81
47.33,86.47,91.10,77.04
47.08,43.25,78.84,62.19
20.57,105.08,92.27,73.32
74.42,78.81,24.36,50.27
86.04,118.08,56.49,77.67
31.73,142.75,79.75,77.94
32.77,26.21,66.66,48.40
83.21,56.85,34.01,53.34
69.30,54.74,47.24,55.36
23.59,31.17,45.42,36.02
69.80,123.44,40.91,66.08
44.71,116.38,47.45,60.41
49.50,77.82,61.19,61.01
81.58,85.29,88.39,85.73
84.87,18.34,79.36,68.81
52.03,87.77,86.82,76.57
95.77,120.79,90.69,98.23
52.52,90.34,53.29,60.47
81.75,47.14,47.68,57.79
58.71,103.46,24.61,50.61
91.80,60.61,94.44,86.88
92.62,86.28,25.27,57.68
26.99,78.26,79.29,63.39
94.92,63.36,50.25,66.27
86.04,110.64,95.90,95.89
83.30,133.74,53.57,78.52
36.07,10.73,85.33,55.63
84.41,140.71,42.61,74.77
88.01,81.61,43.93,64.69
43.13,108.10,67.64,68.38
96.18,129.79,99.84,104.73
23.99,75.39,61.41,52.98
31.99,126.90,94.90,82.43
63.01,34.87,82.90,67.33
66.06,32.28,83.67,68.11
71.61,102.05,54.88,69.33
21.36,131.82,50.92,58.23
96.83,134.94,35.35,73.71
23.57,100.12,97.12,75.66
31.44,83.57,96.75,74.52
21.12,56.40,79.77,57.50
65.35,147.20,43.70,70.89
94.58,54.76,39.61,59.13
73.28,114.19,99.09,94.37
85.81,84.48,25.32,55.30
21.06,95.19,87.49,69.10
63.36,65.09,48.44,56.25
56.77,145.08,53.51,72.80
59.92,90.04,86.56,79.26
25.78,141.29,27.25,49.62
74.75,11.06,48.33,48.80
60.26,90.17,96.16,84.19
81.21,110.41,75.93,84.41
58.82,114.31,80.40,80.71
31.95,136.70,80.60,77.22
71.86,10.62,24.85,36.11
33.79,10.05,36.26,30.28
89.79,76.12,59.30,71.81
69.05,14.10,49.45,48.26
32.58,146.43,52.87,65.50
96.99,41.09,82.52,78.57
61.47,76.17,21.17,44.26
25.83,18.56,72.84,47.88
70.15,83.09,20.01,47.67
40.26,63.19,25.04,37.24
84.30,16.25,52.66,54.87
85.43,56.92,87.28,80.65
98.32,64.80,31.60,58.26
60.15,148.59,64.37,79.95
56.40,39.10,74.28,61.88
80.28,86.27,38.36,60.52
30.60,148.22,60.99,69.32
63.75,120.88,92.91,89.76
63.70,149.07,60.98,79.41
27.16,145.56,32.59,53.56
