temperature,rainfall,humidity
73.35,48.13,26.07
54.83,126.49,36.16
96.25,21.72,72.62
77.54,118.24,55.48
94.41,23.99,43.26
62.21,133.37,53.49
40.71,52.59,55.62
24.23,101.62,92.84
78.09,78.25,28.28
29.70,61.28,42.38
44.22,100.36,63.01
62.60,142.65,75.86
65.15,15.78,70.45
68.05,138.64,95.33
33.30,95.27,83.65
50.38,123.02,64.57
69.38,63.74,37.17
97.59,76.06,56.07
78.21,131.64,75.47
93.81,68.08,87.04
80.98,84.85,96.78
67.34,12.83,68.44
35.36,32.20,62.15
73.33,99.84,21.42
69.87,110.38,25.77
68.20,91.56,32.49
59.18,30.06,24.38
62.29,72.36,52.07
46.76,59.71,46.95
61.55,79.39,70.99
35.80,131.85,62.85
84.41,118.62,67.68
34.86,21.76,57.76
26.80,134.64,42.22
54.90,76.05,96.23
72.66,114.14,26.91
55.02,29.61,95.11
42.14,103.90,44.90
64.65,43.09,61.01
47.76,71.37,28.71
94.63,12.36,25.67
93.81,31.23,54.36
60.19,22.89,79.34
46.23,43.56,41.55
78.97,24.00,64.99
22.94,106.87,42.29
57.98,14.07,51.09
46.91,96.48,92.52
93.64,29.70,88.47
20.96,142.32,61.28
64.23,140.63,39.05
79.25,41.57,35.45
58.80,96.02,96.33
26.83,13.92,36.22
97.80,140.45,84.65
61.44,83.22,49.52
69.13,16.05,98.85
38.93,57.95,49.45
58.68,20.76,48.12
54.33,65.01,71.00
25.99,103.79,96.92
28.49,75.78,98.10
87.00,63.72,76.58
39.19,26.68,80.37
35.60,44.29,65.07
60.39,24.02,80.46
81.50,123.05,88.78
24.96,28.93,58.89
66.14,93.35,69.59
29.54,57.98,62.99
22.92,41.64,65.00
24.22,99.53,91.20
86.73,73.98,48.45
29.44,66.02,36.65
23.61,93.00,56.50
55.03,78.78,36.65
87.52,52.49,59.87
40.99,88.27,92.28
53.74,103.73,69.39
23.19,13.74,88.43
55.93,75.22,33.30
66.21,18.08,92.07
65.67,36.10,68.14
46.59,88.47,22.54
45.24,131.27,70.65
28.53,133.59,96.11
49.34,19.79,26.33
27.96,68.67,66.60
81.33,91.62,93.24
97.30,30.59,20.78
97.61,117.16,70.47
89.21,114.19,57.99
68.06,136.47,47.76
76.07,11.19,70.20
42.82,40.34,24.22
70.46,125.81,80.25
56.45,103.88,20.36
58.56,135.21,44.55
80.62,18.01,60.32
42.55,93.57,50.16
45.44,89.67,44.60
93.97,14.99,86.47
24.50,81.89,94.79
58.85,95.33,89.90
93.02,36.78,61.79
68.83,48.27,90.73
63.71,99.65,93.67
39.98,75.56,52.74
47.46,130.12,42.68
88.16,57.93,27.86
64.74,47.33,58.33
61.18,147.88,95.70
27.97,137.56,64.87
21.28,14.06,73.40
97.09,117.90,29.03
50.16,25.45,31.48
68.26,13.85,57.16
26.38,48.32,96.10
74.65,47.71,48.86
94.61,124.70,90.20
66.05,109.49,29.62
30.09,147.43,69.36
66.54,109.61,68.05
81.31,68.56,88.79
52.51,107.85,20.27
90.39,149.92,35.19
71.89,109.42,37.58
91.94,116.64,96.00
69.88,141.37,32.30
30.50,25.91,22.96
44.78,108.67,62.76
36.14,129.11,62.28
92.71,143.61,87.52
80.83,39.54,95.91
74.11,80.55,63.08
44.08,105.28,94.40
34.72,44.65,78.01
80.52,94.07,41.16
57.93,46.06,94.27
38.06,56.68,73.40
69.33,71.81,53.13
23.23,84.09,74.42
46.09,72.91,52.11
57.48,79.05,29.13
31.84,51.80,77.52
98.77,32.26,85.93
36.73,16.63,78.30
30.43,37.44,38.33
36.28,91.47,96.53
81.52,120.06,22.02
54.04,33.69,46.61
65.23,25.20,40.81
21.68,114.90,23.85
22.75,52.72,52.46
55.67,143.21,69.85
85.33,110.00,90.60
90.82,55.75,99.18
26.94,50.54,84.65
63.07,83.32,57.49
93.06,21.08,77.90
51.04,26.47,87.49
86.37,34.62,57.22
30.70,118.46,82.80
94.83,81.94,58.61
80.11,11.48,50.92
95.31,104.29,62.09
74.13,69.32,74.07
49.07,81.52,78.15
95.05,39.98,48.54
42.05,87.25,65.71
46.57,147.08,92.79
76.06,20.28,98.11
81.23,49.75,38.18
94.35,44.02,35.43
36.38,44.80,74.13
83.84,63.02,53.17
79.08,124.54,21.94
25.10,137.80,47.75
50.98,38.31,84.54
42.62,86.01,83.79
44.36,99.17,59.57
98.64,83.06,57.81
71.42,70.77,66.36
77.41,36.88,37.55
98.13,78.35,62.08
50.18,66.17,20.88
84.15,121.38,58.04
54.76,116.90,46.88
89.56,28.76,73.99
34.45,22.39,71.07
95.81,137.14,50.47
37.50,84.97,20.58
46.10,130.09,40.18
80.50,18.14,70.67
51.50,83.71,25.79
68.66,85.52,28.61
55.57,130.50,71.76
79.39,23.67,80.46
38.27,43.66,45.72
24.68,66.92,59.17
43.99,131.22,95.66
57.94,141.44,95.64
33.44,148.98,44.60
48.38,144.29,84.80
52.00,10.83,67.52
24.59,16.68,98.04
66.66,30.66,58.21
90.75,58.84,81.98
32.14,126.19,81.45
67.82,134.97,59.79
73.18,36.16,83.65
53.55,96.75,40.88
76.09,138.43,29.78
52.86,74.92,54.01
60.37,24.50,95.49
20.59,74.09,60.06
75.34,62.61,70.82
72.91,90.87,69.93
23.07,71.41,30.61
49.46,12.43,51.22
98.32,149.16,76.56
53.66,86.10,97.76
60.16,76.31,33.44
92.79,143.65,52.84
77.38,31.82,27.61
66.57,36.49,39.39
83.82,123.12,50.14
89.15,46.52,63.25
56.55,121.89,38.45
58.01,48.01,38.21
50.88,14.65,82.23
97.34,82.38,97.01
75.77,37.54,45.89
26.66,116.10,75.04
89.04,99.77,40.65
58.44,139.30,94.24
25.50,119.62,73.83
63.98,35.31,84.21
53.37,122.02,23.95
90.22,99.84,67.88
36.32,103.65,62.21
86.12,126.52,43.44
64.62,90.34,40.99
24.37,75.24,66.40
97.75,99.13,76.52
61.01,51.71,22.65
43.27,35.56,65.39
57.55,96.32,33.64
88.63,42.74,31.23
44.39,21.19,69.85
35.41,10.08,44.87
30.33,95.16,55.27
43.83,60.70,48.80
82.40,115.32,71.87
57.73,62.52,57.61
38.20,78.04,97.08
33.29,66.99,48.19
46.62,101.08,79.22
95.19,59.86,40.58
47.44,144.93,60.70
99.05,141.06,64.21
58.82,128.72,46.33
34.33,138.84,57.74
91.29,72.88,42.34
56.83,85.10,20.48
76.77,113.89,37.25
98.70,107.46,76.01
24.01,134.70,81.68
27.74,110.29,42.42
77.64,149.70,52.64
42.55,58.79,22.99
34.74,126.62,38.97
23.15,107.67,82.34
21.75,106.79,68.48
81.96,55.62,36.46
30.75,119.98,40.60
57.42,136.05,85.34
68.47,40.60,36.73
54.27,97.57,46.73
22.17,64.90,73.15
82.68,148.54,64.89
20.84,77.04,56.87
80.95,41.96,91.98
91.46,63.46,37.58
54.63,101.54,79.31
62.84,20.65,32.73
58.16,94.50,69.26
51.14,140.37,89.65
90.99,129.05,56.63
91.51,19.47,77.94
46.87,149.07,85.63
69.21,107.82,30.88
94.15,32.72,76.47
96.96,11.74,93.59
60.72,33.98,66.11
56.23,127.34,34.89
42.30,13.03,30.16
96.71,42.64,40.78
31.43,116.02,28.28
66.39,92.06,61.07
42.60,119.58,25.58
42.32,114.46,37.87
52.40,17.08,55.19
99.90,134.95,57.91
24.40,41.78,65.23
66.28,87.47,76.45
26.61,100.20,23.78
32.36,33.61,26.45
55.17,146.67,24.87
60.84,78.34,53.85
40.70,18.07,23.35
45.32,141.22,79.69
26.96,92.08,37.84
44.26,107.89,95.14
97.32,83.52,58.91
95.58,126.86,55.71
46.79,14.64,82.44
65.67,47.57,77.05
92.77,75.75,68.58
20.49,20.72,94.81
84.85,108.83,53.78
95.87,65.11,84.68
27.31,48.17,50.41
32.92,10.47,87.07
96.86,110.78,40.76
63.00,126.73,43.14
21.14,65.31,74.23
40.61,88.99,37.02
56.00,41.88,38.33
75.43,97.11,44.42
78.65,11.70,74.31
99.63,78.41,91.15
43.00,100.19,73.97
63.06,138.55,86.23
62.67,63.39,63.48
52.45,117.13,25.51
33.53,93.68,28.04
98.20,139.78,64.35
88.27,65.77,46.22
59.87,54.67,37.65
68.26,134.20,57.30
38.18,16.89,73.32
63.50,29.09,50.80
75.60,21.54,84.20
61.21,128.04,79.08
99.22,11.49,78.79
68.91,130.63,98.82
49.68,73.18,43.62
81.77,10.56,71.58
33.64,66.23,88.44
50.76,36.15,66.36
47.76,97.42,83.16
54.54,105.11,53.16
82.54,78.25,67.24
58.73,15.67,24.45
83.52,101.86,98.86
66.12,127.89,84.00
47.37,110.85,89.50
84.80,126.19,75.54
39.06,38.07,34.88
37.95,134.44,22.48
60.36,55.11,89.17
40.87,11.88,51.71
20.73,128.07,41.11
71.86,141.85,64.93
60.89,101.78,53.67
55.64,42.40,72.13
97.36,45.24,58.70
65.70,75.32,75.78
89.07,135.70,88.27
31.16,30.94,35.64
65.54,125.64,46.35
89.44,50.78,54.95
66.65,123.20,96.96
77.44,138.84,49.23
49.76,69.85,50.49
27.40,61.11,72.28
56.63,122.31,53.54
51.56,84.13,96.10
89.36,105.82,91.56
39.52,97.20,61.07
97.34,31.40,71.58
96.65,128.27,24.64
39.81,37.41,75.66
47.84,140.52,76.58
91.64,45.08,48.74
97.33,112.74,37.57
55.48,49.85,93.21
45.68,54.49,54.14
62.09,53.40,72.30
75.02,114.70,22.67
41.88,87.95,53.13
78.92,133.61,85.38
24.13,53.03,51.01
23.94,106.88,68.25
50.90,115.41,36.79
48.28,31.21,53.32
45.25,66.08,94.21
59.28,77.59,65.32
45.66,59.80,92.15
35.38,55.10,92.16
44.76,106.10,95.53
97.99,40.22,91.63
52.89,109.31,20.26
55.58,140.91,94.72
66.12,89.13,31.00
98.67,95.60,23.19
39.33,19.65,24.43
74.50,131.03,47.91
77.28,49.96,69.66
68.59,96.11,52.18
27.09,147.08,22.04
74.15,93.37,58.12
25.13,111.46,55.37
67.69,72.34,80.55
79.17,18.45,42.37
36.88,121.66,37.40
87.33,14.90,40.48
22.43,108.09,44.30
87.51,13.21,67.93
56.83,130.72,57.72
37.41,32.07,46.95
30.70,82.00,49.95
96.26,93.60,49.67
25.81,74.06,97.79
35.93,57.71,38.64
47.83,75.49,85.44
69.62,53.60,76.66
63.58,71.34,20.45
30.05,60.25,99.45
43.18,89.27,80.52
39.10,43.31,74.60
37.08,148.41,52.43
52.89,80.12,64.42
76.32,37.18,40.26
37.40,76.79,22.84
49.33,131.30,86.88
51.27,13.05,91.72
98.12,105.14,33.00
96.37,86.72,82.96
84.01,33.74,79.29
39.33,124.45,34.27
25.44,61.64,53.75
45.35,51.13,53.82
41.34,125.94,80.80
60.47,99.39,87.01
82.22,135.76,27.58
88.67,98.18,65.04
87.59,113.71,80.94
48.77,127.10,82.90
74.98,17.66,31.84
45.03,118.65,62.04
24.87,95.92,88.60
76.13,19.73,45.48
20.79,81.20,54.01
52.73,21.54,84.35
46.35,113.03,27.15
75.47,86.51,88.76
81.30,143.50,44.89
44.33,35.64,20.12
84.93,94.84,38.73
43.51,39.62,27.16
55.71,95.97,27.39
78.16,111.17,75.43
75.43,111.12,37.12
98.99,124.11,94.78
38.01,129.50,61.32
72.99,20.82,56.81
68.77,58.06,54.74
93.21,106.20,75.41
32.51,79.80,56.18
80.14,36.69,30.29
65.46,87.38,90.41
41.97,67.04,54.27
57.95,64.61,25.92
46.70,123.37,62.35
66.35,67.06,71.79
91.12,13.70,42.05
65.54,18.13,84.03
70.54,129.87,73.58
61.50,144.48,72.03
24.09,106.38,53.67
38.63,61.01,96.95
59.36,141.40,41.94
44.82,102.79,66.22
34.54,128.21,44.72
60.33,117.22,79.58
45.82,63.08,23.82
40.65,77.02,23.67
57.12,36.06,84.87
30.66,50.88,54.74
94.22,118.94,47.29
89.42,135.16,68.60
76.61,111.42,76.15
28.50,75.12,36.10
82.07,22.11,34.83
84.64,17.97,96.65
81.42,62.41,67.17
29.12,74.94,51.21
71.51,95.28,84.12
86.75,10.91,62.01
66.19,148.56,39.33
71.71,60.95,36.54
56.67,128.73,51.75
62.30,84.90,88.79
22.75,28.26,24.92
71.12,121.66,37.48
26.52,109.38,91.45
54.80,83.84,29.74
43.41,82.04,70.37
63.63,22.25,37.08
30.67,101.82,68.47
75.33,137.57,50.65
83.60,23.05,28.13
33.07,46.89,66.60
28.35,136.32,74.64
31.64,49.81,74.42
90.17,101.55,70.96
62.26,84.87,60.02
57.38,93.49,61.56
28.54,68.21,70.85
71.96,52.00,75.22
89.44,16.79,72.39
86.25,114.20,66.96
70.08,114.45,32.47
26.02,103.90,36.85
28.99,100.11,40.82
23.94,44.12,93.57
40.60,13.13,80.75
30.85,123.22,64.23
40.80,78.76,40.16
50.80,52.96,28.87
95.44,24.27,91.90
68.83,18.78,91.41
86.80,58.84,28.86
76.83,122.66,83.78
29.00,138.62,55.73
78.87,135.55,45.92
42.01,138.80,79.13
71.13,137.08,69.15
47.28,83.81,82.40
99.81,40.72,25.95
41.08,121.73,45.49
42.33,39.92,45.55
94.45,47.41,46.38
21.97,42.66,60.20
75.74,82.10,42.64
78.03,55.06,55.55
86.91,31.58,49.42
97.96,73.44,78.82
98.05,132.35,68.28
25.22,89.88,72.29
85.75,132.97,36.85
71.70,37.42,46.04
71.79,33.38,21.69
30.27,90.58,28.67
72.01,74.87,41.20
98.60,102.42,25.24
92.95,121.25,68.21
55.13,115.18,99.85
23.20,141.92,28.07
48.98,65.76,85.70
86.11,38.89,29.51
76.12,87.13,73.59
56.75,25.50,71.45
24.41,50.44,92.22
54.15,39.10,29.12
57.52,65.52,45.24
94.28,25.57,27.26
71.29,14.46,52.59
44.93,101.95,92.93
62.03,95.43,82.52
25.28,109.17,77.83
97.81,102.45,62.64
48.80,26.00,90.68
58.23,50.75,55.96
48.42,28.13,31.97
74.60,128.02,87.01
72.98,114.57,42.37
77.23,38.21,24.29
41.45,57.78,30.08
45.25,145.33,68.72
30.02,93.18,68.57
72.44,122.16,40.81
23.18,47.04,78.17
67.81,39.41,81.89
89.58,119.75,93.64
91.27,106.02,66.79
55.92,105.34,82.35
56.74,87.37,80.25
26.16,88.90,40.62
73.66,113.00,44.82
85.70,47.80,58.28
39.57,59.39,21.52
53.70,132.03,43.79
87.11,53.24,57.91
90.17,86.48,28.65
39.45,108.37,30.10
64.05,149.99,57.06
35.40,70.94,78.48
28.15,69.93,86.70
92.89,127.96,63.71
85.64,122.77,57.98
80.80,112.35,50.74
23.90,74.85,35.44
87.50,55.35,31.72
55.04,95.22,83.35
47.39,132.67,57.20
63.72,133.73,83.23
27.31,25.19,76.33
80.53,69.97,35.51
66.59,75.06,60.82
34.93,146.87,55.52
35.06,104.92,53.91
34.74,67.01,63.41
24.56,13.65,98.57
67.02,89.15,85.03
87.23,23.45,92.30
21.40,126.82,22.37
23.92,115.35,31.23
65.82,74.47,26.78
85.56,70.09,41.06
46.14,135.63,55.35
47.97,50.38,71.36
67.71,44.86,60.07
41.94,141.49,92.25
22.13,123.29,95.19
78.82,124.89,33.08
70.05,37.33,88.23
66.46,30.06,58.54
79.33,13.64,56.27
74.02,43.19,82.80
36.47,118.39,27.45
48.20,43.61,90.60
30.09,112.07,73.67
30.39,45.27,90.02
74.10,65.34,99.56
88.69,147.64,61.44
97.02,44.27,27.46
70.27,62.69,33.32
34.73,52.15,45.89
28.45,25.35,28.28
85.03,78.59,85.23
66.30,63.02,43.75
69.46,107.28,98.07
82.52,124.46,76.21
76.26,86.19,33.87
86.76,14.51,58.08
24.50,96.65,57.35
79.80,17.75,59.40
88.07,96.29,62.86
42.89,105.90,22.49
71.24,37.69,74.90
45.13,124.71,58.98
96.64,137.55,83.28
22.67,123.83,85.23
66.38,52.72,38.44
33.32,92.13,23.87
76.98,138.07,76.26
34.07,54.89,98.22
38.83,124.80,55.73
59.55,11.33,40.77
93.19,10.51,32.53
36.94,116.36,43.00
31.54,116.60,46.23
80.72,120.46,53.91
60.05,140.20,72.43
92.94,26.51,41.85
31.73,42.48,24.08
71.67,136.52,49.86
38.63,34.81,88.45
32.54,105.51,59.87
74.67,84.26,97.18
67.49,21.65,60.29
80.39,49.94,42.07
44.76,82.85,35.47
55.84,129.33,75.56
52.44,109.06,62.91
98.73,97.06,68.32
43.38,79.44,80.41
43.59,51.82,78.07
48.36,26.69,23.47
65.17,67.27,84.21
40.19,13.99,62.62
93.22,39.55,51.34
41.25,70.55,63.00
91.67,68.60,69.00
28.28,16.20,31.96
72.53,92.47,53.39
92.56,86.96,46.85
33.50,20.93,48.03
97.47,142.04,27.31
56.23,23.91,32.79
95.66,129.68,32.95
74.15,10.04,49.86
44.13,133.52,91.56
35.06,12.76,36.48
44.30,116.09,53.30
27.44,60.64,44.93
31.51,113.35,82.99
28.37,66.24,24.01
53.84,19.93,35.72
83.65,117.45,36.85
31.31,19.98,99.44
30.43,139.10,65.66
71.47,17.14,31.12
35.77,77.11,41.78
27.81,111.22,33.43
33.35,65.05,29.97
93.90,40.41,83.77
85.72,116.27,59.66
48.33,119.80,70.50
72.47,139.18,46.50
62.98,62.66,64.30
74.17,80.88,40.61
74.61,60.84,44.64
70.30,45.99,72.18
41.29,115.14,32.03
23.12,57.55,69.38
56.45,69.94,88.18
91.28,66.51,29.63
65.56,109.77,91.80
86.59,138.49,26.36
99.33,103.35,47.91
33.09,76.02,68.84
75.34,119.09,64.75
73.94,99.74,27.71
98.40,18.49,83.91
98.85,23.39,97.85
74.93,15.31,34.50
39.49,73.95,91.61
83.88,125.62,64.54
28.56,53.83,94.87
82.46,63.78,34.09
92.82,137.33,83.36
50.63,127.17,24.78
70.45,103.11,90.66
54.41,47.35,73.93
55.02,26.39,49.62
44.83,12.25,35.24
80.97,24.98,85.32
94.89,50.96,68.26
95.26,87.25,48.83
33.98,18.96,55.51
89.98,29.07,86.12
78.99,35.35,47.11
40.23,98.48,27.17
25.38,96.21,92.90
41.44,87.11,50.99
92.98,45.07,47.87
70.65,61.96,36.35
77.68,23.54,91.79
40.57,41.70,37.40
77.55,135.68,70.93
22.25,147.16,90.46
50.03,100.67,22.79
70.14,138.36,86.30
31.69,99.98,52.85
85.84,14.65,72.64
38.80,149.55,49.79
72.18,23.85,75.64
52.42,105.57,40.34
67.68,45.40,21.75
28.60,64.88,95.82
21.35,100.43,21.31
92.77,71.11,85.93
41.57,45.08,33.53
85.57,56.82,51.38
99.95,57.82,85.80
36.91,144.31,36.47
41.21,121.81,89.26
73.03,74.20,59.82
97.24,37.97,49.29
93.27,123.54,73.00
60.23,32.01,47.31
83.61,39.46,47.78
30.86,61.24,78.68
98.20,133.25,44.79
97.15,28.45,36.06
33.10,27.11,84.61
43.95,79.16,84.43
28.01,48.70,59.81
41.74,89.62,62.13
85.28,73.23,75.69
50.27,70.89,60.74
27.07,25.68,53.36
47.38,29.75,99.59
98.51,124.95,31.81
70.37,134.02,67.42
53.29,42.86,90.87
33.32,25.88,74.98
98.89,17.48,90.47
85.67,95.16,46.91
42.52,110.15,41.76
25.61,62.19,88.10
24.53,105.15,51.53
29.63,109.81,76.77
66.46,140.95,31.82
94.30,19.08,80.47
59.74,36.92,63.92
87.44,19.59,41.49
55.67,131.52,59.56
76.69,120.96,75.76
78.55,90.45,20.95
33.92,21.71,71.00
48.90,48.26,63.33
70.98,51.68,37.62
25.66,88.50,80.24
48.92,46.13,44.28
62.78,20.21,42.15
99.70,112.31,57.70
57.96,51.87,74.09
85.28,73.33,94.31
54.57,27.87,31.31
83.71,122.36,51.72
67.63,89.17,25.36
90.93,136.22,80.68
52.88,79.37,55.82
68.34,141.80,76.55
70.40,134.86,45.78
53.39,90.70,87.55
31.54,140.75,62.79
27.48,55.23,95.49
21.33,61.19,26.31
89.88,16.37,61.14
38.92,92.49,81.32
36.92,111.07,68.01
78.88,118.29,21.86
45.60,30.97,97.79
60.48,72.18,43.86
33.00,34.76,39.94
96.78,102.70,58.85
88.13,32.11,63.37
89.10,136.58,81.30
52.54,42.29,51.46
80.99,50.80,55.20
31.51,129.13,62.80
20.69,74.19,51.55
21.60,13.36,93.16
66.93,79.24,88.10
56.43,21.84,56.40
61.44,147.95,20.02
20.60,92.34,92.07
53.81,45.91,29.95
77.45,88.92,39.56
55.42,20.76,32.19
78.58,121.98,34.39
38.64,139.55,84.23
85.05,132.42,66.36
67.07,57.85,96.49
36.86,55.61,38.52
38.94,14.91,58.85
70.24,101.20,98.19
86.40,84.89,86.12
53.25,74.31,78.29
40.66,137.07,35.12
89.36,33.50,81.55
73.54,11.35,47.81
55.85,20.26,62.44
59.03,41.27,68.73
36.34,14.66,68.75
70.14,80.40,78.12
48.70,53.97,72.94
99.65,35.27,25.47
58.41,115.01,56.59
58.87,38.62,73.12
65.27,106.26,43.68
93.34,58.90,45.04
84.07,81.66,29.97
56.09,140.74,53.49
77.50,15.23,98.95
66.90,80.04,42.83
59.39,129.62,62.51
35.39,92.32,79.46
57.11,48.76,21.08
39.67,65.68,92.04
93.19,105.24,50.92
46.83,134.71,89.53
96.18,15.75,23.12
62.64,20.02,31.65
70.52,55.51,45.80
63.44,42.59,47.64
30.35,47.09,87.82
50.07,40.98,20.90
27.93,37.42,71.29
69.84,28.29,30.50
55.75,140.75,85.86
82.24,30.19,82.29
37.64,38.62,59.99
33.17,44.48,37.01
52.51,140.62,70.76
94.13,115.80,32.50
76.83,120.56,35.20
53.51,24.67,70.14
61.38,127.08,99.30
26.74,67.15,91.28
98.77,46.80,67.45
73.31,90.61,63.08
42.83,125.11,99.87
66.86,119.01,63.79
28.76,134.60,53.61
97.27,139.94,92.76
33.98,43.34,38.73
71.84,69.34,27.80
39.64,12.05,70.73
77.40,133.11,27.67
82.15,31.64,49.85
73.87,130.61,53.89
69.16,56.11,63.80
91.40,61.54,99.33
26.29,15.48,37.68
46.47,55.76,50.06
39.86,134.37,30.58
99.04,13.58,68.61
51.15,66.89,78.21
78.61,14.40,58.57
74.78,61.93,39.67
36.97,34.17,69.67
39.12,45.31,63.13
42.50,132.86,33.69
52.89,71.05,52.45
38.75,48.33,54.82
21.57,92.51,98.61
90.35,29.89,87.94
97.25,46.31,78.75
47.33,86.47,91.10
47.08,43.25,78.84
20.57,105.08,92.27
74.42,78.81,24.36
86.04,118.08,56.49
31.73,142.75,79.75
32.77,26.21,66.66
83.21,56.85,34.01
69.30,54.74,47.24
23.59,31.17,45.42
69.80,123.44,40.91
44.71,116.38,47.45
49.50,77.82,61.19
81.58,85.29,88.39
84.87,18.34,79.36
52.03,87.77,86.82
95.77,120.79,90.69
52.52,90.34,53.29
81.75,47.14,47.68
58.71,103.46,24.61
91.80,60.61,94.44
92.62,86.28,25.27
26.99,78.26,79.29
94.92,63.36,50.25
86.04,110.64,95.90
83.30,133.74,53.57
36.07,10.73,85.33
84.41,140.71,42.61
88.01,81.61,43.93
43.13,108.10,67.64
96.18,129.79,99.84
23.99,75.39,61.41
31.99,126.90,94.90
63.01,34.87,82.90
66.06,32.28,83.67
71.61,102.05,54.88
21.36,131.82,50.92
96.83,134.94,35.35
23.57,100.12,97.12
31.44,83.57,96.75
21.12,56.40,79.77
65.35,147.20,43.70
94.58,54.76,39.61
73.28,114.19,99.09
85.81,84.48,25.32
21.06,95.19,87.49
63.36,65.09,48.44
56.77,145.08,53.51
59.92,90.04,86.56
25.78,141.29,27.25
74.75,11.06,48.33
60.26,90.17,96.16
81.21,110.41,75.93
58.82,114.31,80.40
31.95,136.70,80.60
71.86,10.62,24.85
33.79,10.05,36.26
89.79,76.12,59.30
69.05,14.10,49.45
32.58,146.43,52.87
96.99,41.09,82.52
61.47,76.17,21.17
25.83,18.56,72.84
70.15,83.09,20.01
40.26,63.19,25.04
84.30,16.25,52.66
85.43,56.92,87.28
98.32,64.80,31.60
60.15,148.59,64.37
56.40,39.10,74.28
80.28,86.27,38.36
30.60,148.22,60.99
63.75,120.88,92.91
63.70,149.07,60.98
27.16,145.56,32.59
53.44,78.54,70.23
88.26,107.49,67.38
88.49,25.46,22.16
27.94,71.76,27.25
27.26,123.26,32.54
41.02,80.75,30.90
89.98,108.38,40.76
30.31,114.41,56.33
77.60,45.49,49.74
28.09,132.60,91.25
69.85,74.38,68.97
48.49,39.43,90.09
83.11,131.16,62.16
38.70,68.49,27.19
71.14,115.04,57.06
38.85,86.72,85.76
77.09,63.46,35.53
89.89,123.38,27.30
30.14,91.83,46.35
89.33,64.68,51.11
67.49,25.34,44.50
30.17,135.36,30.82
54.20,14.97,40.07
32.87,130.85,74.58
76.03,60.39,50.87
80.71,99.51,70.60
28.46,139.11,62.90
60.49,31.24,63.92
85.17,89.37,39.88
94.89,117.02,61.72
61.08,116.06,21.89
96.02,83.59,54.54
62.86,97.46,65.81
51.54,116.05,34.56
87.86,127.74,40.52
59.44,116.65,37.56
57.75,59.56,25.64
59.22,149.54,47.83
87.74,70.83,98.32
86.56,13.43,48.31
52.28,60.77,56.84
46.66,27.89,72.25
59.35,27.00,71.88
65.82,49.41,95.99
39.07,17.47,88.61
83.52,106.39,83.52
58.92,20.36,96.13
46.72,38.46,38.46
28.55,23.01,69.36
39.11,18.84,90.98
95.94,47.49,69.93
44.41,90.07,98.19
33.51,145.06,28.03
56.85,132.58,55.15
44.57,132.63,98.19
22.81,34.65,50.37
45.85,47.09,79.16
63.53,20.70,22.43
64.14,118.99,75.59
48.52,19.77,94.77
55.78,87.94,50.62
97.24,44.70,21.70
50.19,44.08,22.23
40.66,148.70,91.36
39.48,115.95,77.80
56.62,127.17,28.53
80.76,90.08,24.37
36.48,131.94,84.39
76.74,100.37,84.79
21.69,142.46,29.64
53.51,49.39,44.12
82.07,93.34,82.40
47.10,106.62,62.03
65.10,65.01,96.53
36.40,133.16,58.49
79.36,147.17,74.16
24.18,79.13,60.78
88.20,64.69,95.44
35.86,76.07,51.89
89.95,129.38,38.38
48.20,100.37,46.13
77.81,16.27,88.22
45.54,85.90,59.84
92.47,12.42,48.34
30.13,118.99,63.54
34.28,55.96,30.66
59.44,76.08,20.43
26.56,121.81,42.45
35.68,16.50,68.40
95.50,32.20,76.93
98.12,65.71,86.13
50.10,42.19,94.13
93.86,57.31,52.97
63.59,149.74,79.24
41.58,125.56,25.97
76.19,133.75,24.60
72.71,141.19,29.98
99.13,57.73,55.89
41.20,51.59,36.90
73.76,42.77,42.95
24.16,126.22,71.83
29.09,105.14,48.68
20.31,43.06,64.59
99.96,62.78,52.99
84.18,80.94,33.52
82.94,83.94,25.92
60.78,134.42,38.90
44.01,63.28,24.62
32.10,137.19,69.49
42.77,71.79,83.66
50.08,114.49,47.18
80.50,140.24,50.97
63.17,137.06,85.30
26.20,17.97,37.81
21.44,38.80,29.53
28.19,76.77,60.09
52.84,70.42,71.70
94.66,99.72,67.97
70.99,142.26,77.11
84.15,25.74,24.54
57.31,73.26,54.26
48.93,36.94,39.09
28.67,135.18,80.73
90.07,145.04,89.82
82.65,77.02,42.51
33.45,24.56,27.62
60.98,119.94,40.27
58.99,107.60,28.32
70.01,59.65,45.79
95.69,134.24,63.06
66.38,146.62,97.89
63.22,88.10,51.95
24.03,89.20,37.60
25.03,51.65,33.34
34.99,91.83,33.84
22.60,71.55,35.41
79.47,52.31,80.98
77.87,19.41,24.88
30.88,45.38,99.79
86.89,37.70,61.81
32.38,85.89,63.54
44.09,94.23,48.61
39.92,95.20,75.22
49.78,64.35,57.72
40.37,68.97,46.32
59.12,126.79,41.21
52.59,76.67,94.05
98.93,148.29,43.28
24.47,71.55,54.91
31.37,100.94,48.03
24.23,17.05,26.89
70.07,101.47,34.87
24.36,129.20,35.16
86.92,141.94,75.49
60.96,149.62,52.53
62.16,49.51,82.56
64.93,90.55,76.72
33.67,73.10,35.36
35.82,88.93,65.03
45.51,32.04,79.43
67.48,129.86,70.64
36.81,137.34,68.00
29.31,72.95,79.17
97.61,49.26,24.54
21.76,29.72,78.51
